feature,baseline_macro_f1,importance_mean,importance_std,score_after_permutation_mean
word_svd_63,0.7272662318711288,0.00020251383842737614,0.0005527403574359157,0.7270637180327014
word_svd_59,0.7272662318711288,0.00019999336003013736,0.0005242677719726113,0.7270662385110986
word_svd_45,0.7272662318711288,0.00019654178042154412,0.0005106423448556332,0.7270696900907073
word_svd_130,0.7272662318711288,0.0001933799761824506,0.0005147574028266067,0.7270728518949464
char_svd_115,0.7272662318711288,0.00018678558401792334,0.0011384948469393662,0.7270794462871109
questions_per_word,0.7272662318711288,0.00018487657381622836,0.0003938775287401693,0.7270813552973125
word_svd_165,0.7272662318711288,0.00018353569886861987,0.0009479351921573159,0.7270826961722602
num_intensifiers,0.7272662318711288,0.00017736813645274907,0.000144820476979192,0.7270888637346761
char_svd_93,0.7272662318711288,0.00017349421708880985,0.0004549263199204431,0.72709273765404
word_svd_110,0.7272662318711288,0.0001709752152099231,0.0006314809639203782,0.7270952566559189
word_svd_193,0.7272662318711288,0.00016488053126801906,0.0005375987307552809,0.7271013513398608
word_svd_83,0.7272662318711288,0.00016173168269670857,0.0007319260858138929,0.7271045001884321
word_svd_35,0.7272662318711288,0.0001614028339728346,0.0018302520330316621,0.727104829037156
num_long_words,0.7272662318711288,0.00015922752048851406,0.00016476549578024418,0.7271070043506404
word_svd_124,0.7272662318711288,0.00015260108924148864,0.0005816193356254734,0.7271136307818873
has_many_exclaims,0.7272662318711288,0.00014821975740646475,0.0002741156467418866,0.7271180121137224
char_svd_31,0.7272662318711288,0.0001439446008483669,0.0006969949635414854,0.7271222872702805
word_svd_172,0.7272662318711288,0.0001419534029347469,0.00047199539902404813,0.727124278468194
word_svd_151,0.7272662318711288,0.00013596314090420504,0.0004046076212554209,0.7271302687302246
word_svd_129,0.7272662318711288,0.00013595256303684523,0.0008562170803175484,0.7271302793080919
class_-1_top_match_count,0.7272662318711288,0.00012747040799685472,0.0003453108622368322,0.7271387614631319
char_svd_57,0.7272662318711288,0.00011849501978273835,0.0005162560504987043,0.727147736851346
word_svd_115,0.7272662318711288,0.00010051941925737218,0.0011406800545197624,0.7271657124518714
char_svd_87,0.7272662318711288,9.748635215118817e-05,0.0006303590913433835,0.7271687455189776
char_svd_112,0.7272662318711288,8.033350555147756e-05,0.0004753505244538164,0.7271858983655773
char_svd_6,0.7272662318711288,7.861424538326833e-05,0.001690562921142799,0.7271876176257456
has_not_arrived,0.7272662318711288,7.72291169972128e-05,0.0003975584919855074,0.7271890027541316
num_quotes,0.7272662318711288,6.805921808075154e-05,0.0001361184361615031,0.7271981726530481
num_newlines,0.7272662318711288,6.805921808075154e-05,0.0001361184361615031,0.7271981726530481
char_svd_147,0.7272662318711288,6.49231599072042e-05,0.0006187087076020094,0.7272013087112216
